,directLowPrice,highprice,lowprice,marketPrice,midprice,mtg_subTypeName,productId
3613,0.32,2.5,0.11,0.32,0.49,Normal,161566
3614,1.09,2.99,0.89,1.72,1.79,Normal,161803
3615,0.16,2.0,0.13,0.24,0.31,Normal,161800
3616,0.02,2.0,0.08,0.15,0.35,Foil,161799
3617,8.84,74.97,46.62,52.51,56.27,Foil,161521
3618,0.01,2.0,0.02,0.08,0.23,Foil,161906
3619,0.02,2.5,0.05,0.07,0.26,Foil,161905
3620,0.06,0.65,0.03,0.1,0.15,Normal,161902
3621,3.29,9.5,2.99,4.35,4.4,Normal,161900
3622,2.99,11.49,3.44,4.96,5.05,Foil,161897
3623,0.01,2.5,0.06,0.08,0.25,Foil,161892
3624,4.47,15.99,11.92,11.59,14.89,Normal,161497
3625,0.01,2.0,0.07,0.09,0.29,Foil,161890
3626,1.25,8.49,1.69,3.01,4.0,Foil,161889
3627,1.04,4.5,1.5,1.98,2.68,Foil,161887
3628,2.85,31.99,9.5,10.44,11.99,Foil,161429
3629,0.05,4.99,0.15,0.23,0.56,Foil,161885
3630,0.01,0.98,0.03,0.08,0.25,Foil,161883
3631,0.26,2.99,0.14,0.35,0.57,Normal,161535
3632,3.21,5.67,2.0,3.15,3.5,Normal,161483
3633,0.07,1.48,0.07,0.15,0.4,Foil,161881
3634,0.5,8.99,0.2,0.44,0.75,Normal,161427
3635,0.04,2.5,0.04,0.09,0.24,Normal,161879
3636,0.01,1.75,0.09,0.09,0.46,Foil,161874
3637,0.04,1.99,0.08,0.2,0.62,Foil,161872
3638,0.01,0.54,0.01,0.02,0.14,Normal,161870
3639,0.03,2.5,0.03,0.09,0.23,Normal,161868
3640,0.1,1.99,0.1,0.32,0.68,Foil,161493
3641,0.02,0.75,0.04,0.08,0.15,Normal,161528
3642,0.16,2.0,0.1,0.33,0.36,Normal,161434
3643,0.01,2.5,0.05,0.1,0.27,Foil,161867
3644,0.01,2.0,0.06,0.12,0.26,Foil,161865
3645,2.23,9.99,4.17,4.73,5.63,Foil,161525
3646,0.01,0.65,0.02,0.06,0.15,Normal,161863
3647,0.01,0.65,0.01,0.05,0.15,Normal,161861
3648,0.9,2.99,0.5,1.01,1.03,Normal,161860
3649,2.77,6.0,2.99,4.01,3.99,Normal,161524
3650,0.02,0.98,0.05,0.11,0.24,Foil,161858
3651,0.12,0.75,0.13,0.28,0.44,Foil,161856
3652,17.03,64.95,42.99,47.5,52.25,Foil,158251
3653,0.32,5.0,0.5,1.68,1.97,Foil,161851
3654,3.14,7.99,2.54,3.42,3.5,Normal,161557
3655,0.01,0.97,0.01,0.03,0.15,Normal,161845
3656,0.07,1.0,0.09,0.14,0.29,Foil,161841
3657,0.13,6.0,0.41,0.79,4.49,Foil,161541
3658,0.02,0.45,0.01,0.05,0.15,Normal,161793
3659,0.08,2.0,0.05,0.07,0.25,Foil,161791
3660,0.01,1.9,0.01,0.09,0.25,Foil,161790
3661,0.01,2.0,0.13,0.19,0.39,Foil,161539
3662,0.01,1.0,0.06,0.11,0.25,Foil,161789
3663,0.01,0.54,0.01,0.02,0.14,Normal,161787
3664,0.01,2.5,0.01,0.02,0.15,Normal,161785
3665,2.55,5.28,2.0,3.26,3.29,Normal,161571
3666,0.29,11.99,3.53,3.96,4.99,Foil,161430
3667,0.15,2.5,0.08,0.15,0.25,Normal,161784
3668,0.01,1.0,0.04,0.11,0.25,Foil,161782
3669,0.02,2.99,0.1,0.15,0.5,Foil,161361
3670,0.02,1.99,0.06,0.09,0.25,Foil,161781
3671,1.42,5.28,0.95,1.69,1.95,Normal,161481
3672,2.75,5.09,2.13,2.63,3.0,Normal,161480
3673,0.01,0.49,0.01,0.04,0.15,Normal,161723
3674,0.02,0.99,0.03,0.13,0.32,Foil,161780
3675,0.16,2.5,0.08,0.18,0.46,Normal,161531
3676,0.02,2.5,0.03,0.08,0.21,Normal,161778
3677,28.99,109.97,37.49,41.59,49.94,Foil,161410
3678,0.08,2.0,0.01,0.13,0.23,Normal,161777
3679,0.13,4.99,0.1,0.24,0.44,Foil,161478
3680,0.25,2.0,0.05,0.25,0.25,Normal,161425
3681,0.02,2.0,0.03,0.08,0.22,Normal,161776
3682,0.03,2.5,0.06,0.15,0.35,Foil,161477
3683,0.09,2.99,0.44,0.57,1.0,Foil,161527
3684,0.04,1.0,0.06,0.07,0.37,Foil,161774
3685,3.12,19.0,10.06,11.86,14.42,Foil,161444
3686,0.01,2.0,0.05,0.09,0.25,Foil,161772
3687,0.01,2.0,0.05,0.14,0.45,Foil,161771
3688,0.01,2.5,0.01,0.02,0.15,Normal,161770
3689,0.06,0.54,0.01,0.05,0.15,Normal,161768
3690,0.24,2.0,0.28,0.53,0.95,Foil,161766
3691,14.83,30.0,14.5,16.83,19.0,Normal,161357
3692,0.7,3.99,0.25,0.67,1.0,Normal,161418
3693,0.01,2.5,0.01,0.03,0.15,Normal,161356
3694,1.74,3.02,0.76,1.81,1.87,Normal,161355
3695,0.01,2.0,0.08,0.13,0.25,Foil,161765
3696,0.5,2.0,0.2,0.55,0.54,Normal,161848
3697,0.05,1.99,0.15,0.18,0.74,Foil,161437
3698,0.2,3.68,0.3,0.61,1.03,Foil,161842
3699,0.02,2.0,0.06,0.13,0.28,Foil,161837
3700,0.22,2.5,0.12,0.23,0.31,Normal,161834
3701,0.06,2.0,0.06,0.11,0.25,Normal,161499
3702,0.02,0.98,0.05,0.11,0.29,Foil,161831
3703,0.13,2.8,0.25,0.57,0.99,Foil,161727
3704,0.02,0.54,0.02,0.1,0.16,Normal,161829
3705,2.03,5.99,1.24,2.63,2.99,Normal,161827
3706,0.02,1.56,0.07,0.13,0.25,Foil,161821
3707,0.01,0.54,0.01,0.03,0.14,Normal,161818
3708,0.74,4.99,0.49,0.94,1.23,Normal,161447
3709,0.95,3.99,0.71,1.03,1.12,Normal,161810
3710,0.08,2.99,0.15,0.37,0.52,Normal,161446
3711,0.99,3.16,0.5,0.92,1.0,Normal,161806
3712,17.6,39.99,20.93,23.9,26.9,Foil,161537
3713,0.02,0.75,0.01,0.09,0.15,Normal,161802
3714,0.02,0.54,0.01,0.02,0.15,Normal,161445
3715,0.05,3.99,0.18,0.32,0.42,Foil,161359
3716,0.02,1.0,0.22,0.34,0.61,Foil,161798
3717,2.5,5.15,1.29,2.69,2.59,Normal,161426
3718,0.11,2.0,0.16,0.24,0.9,Foil,161532
3719,0.02,2.17,0.19,0.27,0.65,Foil,161530
3720,0.05,0.54,0.01,0.06,0.15,Normal,161795
3721,1.49,3.0,0.5,1.26,1.43,Normal,161529
3722,0.04,2.0,0.15,0.25,0.5,Foil,161792
3723,0.01,2.5,0.01,0.02,0.15,Normal,161715
3724,0.06,2.99,0.1,0.41,0.49,Foil,161788
3725,1.95,31.99,8.88,9.72,13.05,Foil,161443
3726,0.05,2.5,0.08,0.11,0.21,Normal,161786
3727,0.01,1.0,0.07,0.13,0.25,Foil,161783
3728,0.14,2.5,0.12,0.28,0.35,Normal,161714
3729,0.01,2.5,0.01,0.04,0.15,Normal,161779
3730,0.04,2.0,0.02,0.06,0.23,Normal,161775
3731,0.43,9.99,1.0,1.39,2.36,Foil,161421
3732,0.01,2.0,0.08,0.15,0.32,Foil,161773
3733,0.01,0.54,0.01,0.03,0.15,Normal,161769
3734,0.24,2.0,0.28,0.45,0.91,Foil,161767
3735,0.02,1.99,0.25,0.36,0.75,Foil,161450
3736,0.82,3.68,1.1,1.53,2.28,Foil,161500
3737,35.0,42.99,30.01,34.23,34.49,Foil,161432
3738,0.02,2.0,0.13,0.24,0.65,Foil,161835
3739,0.01,0.74,0.05,0.08,0.25,Foil,161833
3740,0.01,0.54,0.01,0.04,0.15,Normal,161832
3741,0.01,2.5,0.01,0.02,0.15,Normal,161830
3742,0.02,0.54,0.01,0.06,0.15,Normal,161828
3743,1.42,2.98,0.4,1.27,1.33,Normal,161487
3744,0.01,2.5,0.03,0.06,0.15,Normal,161825
3745,19.99,28.89,18.0,19.85,22.22,Foil,161536
3746,0.01,1.0,0.05,0.06,0.25,Foil,161822
3747,0.02,2.0,0.03,0.07,0.22,Normal,161819
3748,0.07,0.65,0.13,0.3,0.41,Foil,161494
3749,0.06,2.5,0.04,0.09,0.15,Normal,161482
3750,0.02,2.0,0.2,0.35,0.66,Foil,161479
3751,95.0,230.0,199.99,164.94,221.99,Foil,158250
3752,0.02,2.0,0.08,0.12,0.26,Foil,161816
3753,0.01,2.0,0.06,0.1,0.25,Foil,161719
3754,0.03,1.25,0.08,0.13,0.35,Foil,161814
3755,0.77,3.98,0.69,1.45,1.37,Normal,161812
3756,0.74,11.39,3.77,4.2,5.19,Foil,161423
3757,0.02,1.2,0.04,0.11,0.26,Foil,161491
3758,0.25,2.0,0.05,0.25,0.26,Normal,161526
3759,0.01,2.5,0.01,0.02,0.15,Normal,161809
3760,0.61,23.8,1.0,1.81,3.97,Foil,161420
3761,0.25,1.5,0.25,0.65,0.96,Foil,161807
3762,0.02,4.99,0.05,0.09,0.4,Foil,161804
3763,0.83,9.99,2.5,3.45,3.75,Foil,161471
3764,0.01,0.54,0.01,0.02,0.15,Normal,161801
3765,0.01,3.0,0.01,0.08,0.25,Foil,161797
3766,0.04,0.75,0.03,0.09,0.2,Normal,161490
3767,0.65,16.87,2.29,3.62,4.5,Foil,161469
3768,0.02,2.5,0.02,0.07,0.15,Normal,161796
3769,0.95,58.73,7.62,6.93,10.48,Foil,161468
3770,0.02,2.0,0.04,0.11,0.26,Normal,161419
3771,0.47,3.0,0.48,0.99,0.99,Foil,161433
3772,1.24,3.25,0.75,1.35,1.32,Normal,161794
3773,0.07,2.5,0.04,0.11,0.16,Normal,161713
3774,0.02,0.65,0.01,0.08,0.15,Normal,161904
3775,0.02,0.66,0.04,0.14,0.28,Foil,161903
3776,0.02,2.0,0.08,0.09,0.31,Foil,161901
3777,7.92,27.6,16.34,16.34,19.99,Foil,161344
3778,1.29,4.79,2.0,3.02,3.43,Foil,161899
3779,0.07,0.65,0.05,0.1,0.18,Normal,161898
3780,0.02,0.67,0.03,0.09,0.19,Normal,161436
3781,7.99,20.68,8.48,10.76,11.89,Normal,161538
3782,0.01,2.5,0.06,0.17,0.32,Foil,161569
3783,0.23,2.0,0.08,0.23,0.29,Normal,161496
3784,0.01,2.5,0.01,0.02,0.15,Normal,161896
3785,0.02,0.54,0.01,0.06,0.15,Normal,161895
3786,0.02,2.0,0.05,0.08,0.21,Normal,161894
3787,0.18,2.0,0.1,0.26,0.28,Normal,161893
3788,0.01,0.99,0.05,0.08,0.25,Foil,161891
3789,0.01,1.0,0.05,0.08,0.25,Foil,161888
3790,1.95,6.87,2.63,3.63,3.99,Normal,161533
3791,0.02,0.65,0.04,0.08,0.15,Normal,161886
3792,0.14,2.0,0.1,0.22,0.33,Normal,161435
3793,0.1,2.0,0.04,0.11,0.25,Normal,161884
3794,0.01,2.5,0.01,0.02,0.15,Normal,161882
3795,0.01,2.0,0.01,0.03,0.2,Normal,161880
3796,0.01,0.54,0.01,0.03,0.14,Normal,161878
3797,0.15,0.65,0.04,0.09,0.15,Normal,161877
3798,0.01,2.5,0.01,0.02,0.15,Normal,161876
3799,0.03,2.5,0.04,0.11,0.25,Normal,161875
3800,0.01,1.0,0.08,0.1,0.28,Foil,161873
3801,0.02,1.99,0.15,0.32,0.68,Foil,161871
3802,0.12,3.99,0.45,0.75,1.0,Foil,161472
3803,0.01,1.18,0.05,0.1,0.25,Foil,161869
3804,1.25,8.07,1.75,2.29,3.32,Foil,161442
3805,0.03,2.5,0.03,0.09,0.24,Normal,161866
3806,0.62,5.0,0.1,0.76,0.62,Foil,161568
3807,0.02,2.5,0.04,0.08,0.15,Normal,161864
3808,3.29,15.63,2.99,3.59,3.59,Normal,161440
3809,0.04,0.75,0.04,0.11,0.22,Normal,161862
3810,0.26,2.5,0.42,0.75,1.19,Foil,161467
3811,2.48,6.49,2.87,3.39,3.49,Normal,161556
3812,0.04,2.5,0.01,0.03,0.15,Normal,161859
3813,,,,,,Foil,161857
3814,,,,,,Foil,161855
3815,0.09,0.99,0.05,0.13,0.2,Normal,161854
3816,,,,,,Foil,161853
3817,0.1,2.5,0.07,0.18,0.25,Normal,161852
3818,1.84,4.0,0.55,1.48,1.35,Normal,161850
3819,,,,,,Foil,161849
3820,0.01,,,,,Foil,161847
3821,0.25,0.99,0.05,0.22,0.23,Normal,161846
3822,2.95,3.25,0.09,1.06,0.55,Normal,161844
3823,0.25,0.99,0.05,0.26,0.25,Normal,161843
3824,,,,,,Foil,161840
3825,,,,,,Foil,161839
3826,,,,,,Foil,161838
3827,0.23,1.03,0.04,0.16,0.25,Normal,161836
3828,,7.6,4.99,6.98,6.9,Foil,173945
3829,63.0,120.0,62.98,61.69,67.89,Foil,169796
3830,,1.9,0.03,0.08,0.18,Normal,155565
3831,0.06,2.27,0.04,0.08,0.25,Normal,155673
3832,0.09,1.0,0.03,0.15,0.18,Normal,155672
3833,,,,,,Foil,155671
3834,,,,,,Foil,155670
3835,,,,,,Foil,155669
3836,1.42,2.4,0.8,1.53,1.47,Foil,157850
3837,,,,,,Normal,155925
3838,,,,,,Normal,155965
3839,53.75,50.34,45.04,35.15,47.52,Foil,155972
3840,,,,,,Normal,155943
3841,,,,,,Normal,155932
3842,,,,,,Normal,154730
3843,9.58,19.99,9.45,14.49,12.88,Foil,155928
3844,,3.0,0.2,0.32,0.89,Foil,155926
3845,,,,,,Normal,155982
3846,,,,,,Normal,155968
3847,,,,,,Normal,155964
3848,,,,,,Normal,155959
3849,3.0,9.5,2.15,3.17,3.49,Foil,155958
3850,1.75,7.36,1.0,2.27,2.94,Foil,155956
3851,,,,,,Normal,155949
3852,,,,,,Normal,155948
3853,,,,,,Normal,155945
3854,9.8,14.99,6.68,7.93,9.8,Foil,155944
3855,,,,,,Normal,155939
3856,,,,,,Normal,155927
3857,17.32,24.49,16.0,17.52,18.38,Foil,155924
3858,,,,,,Normal,155981
3859,,,,,,Normal,155980
3860,,13.87,4.45,5.4,5.7,Foil,155970
3861,,,,,,Normal,155957
3862,,6.67,2.71,2.91,3.15,Foil,155955
3863,,,,,,Normal,155947
3864,7.48,12.99,6.0,6.89,7.79,Foil,155942
3865,,,,,,Normal,155562
3866,2.39,6.98,1.97,2.19,3.48,Foil,155936
3867,,,,,,Normal,155973
3868,,,,,,Normal,155966
3869,,,,,,Normal,155961
3870,,,,,,Normal,155941
3871,9.95,18.2,7.5,8.49,10.25,Foil,155940
3872,4.49,18.0,3.0,4.84,6.25,Foil,155937
3873,,,,,,Normal,155931
3874,,,,,,Normal,157812
3875,,,,,,Normal,155930
3876,1.44,6.64,0.98,1.83,2.12,Foil,155978
3877,,,,,,Normal,155977
3878,,,,,,Normal,155975
3879,1.32,15.5,1.32,1.89,2.84,Foil,155971
3880,5.99,5.99,3.0,3.91,4.39,Foil,155951
3881,1.71,40.0,1.22,1.83,1.84,Foil,155938
3882,0.86,2.76,0.74,0.85,1.38,Foil,155935
3883,,,,,,Normal,155933
3884,,,,,,Normal,155979
3885,5.11,13.99,3.99,4.98,7.4,Foil,155974
3886,,,,,,Normal,155824
3887,,,,,,Normal,155963
3888,0.45,2.76,0.25,1.29,1.23,Foil,155962
3889,7.15,15.0,7.04,7.82,8.14,Foil,155952
3890,,,,,,Normal,155950
3891,0.3,3.0,0.3,0.44,1.25,Foil,155946
3892,,,,,,Normal,155934
3893,,,,,,Normal,155923
3894,,,,,,Normal,155983
3895,3.89,10.27,2.5,3.32,4.12,Foil,155976
3896,,2.89,0.53,1.1,1.38,Foil,155969
3897,,,,,,Normal,155990
3898,,,,,,Normal,155967
3899,2.17,7.0,2.38,4.69,4.81,Foil,155960
3900,0.96,2.76,0.75,1.24,1.49,Foil,155954
3901,,,,,,Normal,155929
3902,0.05,0.99,0.1,0.24,0.21,Normal,154408
3903,0.13,2.5,0.05,0.17,0.39,Normal,154407
3904,,,,,,Foil,154409
3905,,,,,,Foil,154411
3906,,,,,,Normal,154405
3907,,,,,,Foil,154413
3908,,,,,,Foil,154412
3909,,,,,,Foil,154410
3910,,,,,,Normal,154406
3911,0.18,1.9,0.1,0.23,0.25,Normal,155768
3912,0.2,1.47,0.47,0.8,0.82,Foil,155767
3913,0.18,1.99,0.1,0.24,0.3,Normal,155766
3914,0.22,1.47,0.59,0.81,0.81,Foil,155765
3915,0.17,1.77,0.23,0.63,0.79,Foil,155763
3916,0.02,1.0,0.15,0.34,0.55,Foil,155762
3917,0.02,1.9,0.01,0.1,0.2,Normal,155759
3918,0.02,2.5,0.38,0.55,0.69,Foil,155758
3919,0.02,4.99,0.25,0.49,0.52,Foil,155756
3920,0.02,2.5,0.03,0.12,0.22,Normal,155754
3921,0.04,1.62,0.15,0.52,0.7,Foil,155590
3922,0.99,4.99,0.54,0.99,1.23,Normal,155675
3923,0.02,1.0,0.09,0.14,0.27,Foil,155751
3924,0.01,0.98,0.01,0.12,0.24,Foil,155747
3925,0.28,5.87,0.9,1.43,2.06,Foil,155693
3926,0.02,1.0,0.1,0.11,0.29,Foil,155746
3927,12.95,39.99,19.97,22.19,27.96,Normal,155586
3928,0.32,3.77,0.13,0.32,0.49,Normal,155698
3929,0.02,1.13,0.01,0.1,0.15,Normal,155585
3930,0.09,2.5,0.04,0.14,0.25,Normal,155584
3931,2.99,19.98,2.18,2.98,3.83,Normal,155700
3932,0.1,2.77,0.05,0.15,0.29,Normal,155583
3933,8.58,34.99,22.22,22.93,25.5,Foil,155735
3934,0.66,12.0,4.88,5.26,7.52,Foil,153226
3935,0.08,1.9,0.03,0.09,0.22,Normal,155646
3936,0.38,5.49,0.6,0.74,1.31,Foil,155692
3937,0.02,1.25,0.08,0.12,0.36,Foil,155733
3938,0.08,3.93,0.14,0.33,0.71,Foil,155731
3939,0.12,2.45,0.4,0.55,0.61,Foil,155728
3940,0.28,2.5,0.05,0.22,0.4,Normal,155690
3941,0.53,6.0,0.25,0.56,0.75,Normal,155699
3942,0.28,8.0,1.44,1.69,2.67,Foil,155742
3943,0.45,18.96,0.72,1.6,2.2,Foil,155638
3944,0.4,11.42,0.93,1.6,2.65,Foil,155601
3945,4.96,26.0,9.95,10.98,11.99,Foil,155564
3946,0.01,0.8,0.08,0.12,0.36,Foil,155687
3947,3.16,17.5,7.5,8.65,9.41,Foil,155581
3948,4.58,14.98,3.45,4.53,4.99,Normal,155598
3949,1.22,15.0,1.69,2.14,3.3,Normal,155738
3950,6.58,29.99,8.0,9.9,12.04,Normal,155632
3951,0.07,1.9,0.05,0.08,0.2,Normal,155680
3952,0.02,0.99,0.08,0.24,0.33,Foil,155678
3953,1.57,30.0,0.89,1.7,1.83,Normal,155629
3954,0.09,1.9,0.05,0.13,0.22,Normal,155628
3955,4.9,29.77,7.25,8.92,10.17,Normal,155674
3956,0.64,12.0,4.0,4.61,5.82,Foil,155651
3957,2.09,19.75,7.0,9.03,9.97,Foil,155797
3958,0.29,11.95,0.23,0.38,1.07,Foil,155695
3959,0.28,4.99,0.2,0.45,0.71,Normal,155793
3960,0.57,19.99,3.49,4.12,5.07,Foil,155580
3961,0.06,1.98,0.03,0.08,0.22,Normal,155647
3962,0.01,1.9,0.06,0.1,0.36,Foil,155791
3963,2.46,10.99,4.0,4.72,5.49,Foil,155642
3964,0.01,1.13,0.04,0.1,0.25,Foil,155789
3965,1.3,7.54,1.95,2.51,2.85,Foil,155640
3966,0.02,1.16,0.12,0.14,0.29,Foil,155788
3967,0.01,2.01,0.01,0.03,0.14,Normal,155786
3968,0.01,1.2,0.01,0.07,0.15,Normal,155784
3969,0.02,0.99,0.13,0.25,0.35,Foil,155781
3970,0.05,2.0,0.25,0.38,0.47,Foil,155780
3971,5.99,19.99,0.97,1.33,2.92,Normal,155595
3972,0.01,1.22,0.01,0.02,0.13,Normal,155777
3973,0.02,2.44,0.38,0.53,0.59,Foil,155776
3974,0.01,0.98,0.05,0.09,0.25,Foil,155774
3975,0.01,1.22,0.01,0.02,0.12,Normal,155773
3976,0.01,1.2,0.05,0.16,0.29,Foil,155772
3977,3.53,19.99,6.89,7.24,19.0,Foil,155579
3978,0.1,2.44,0.15,0.61,0.9,Foil,155684
3979,0.07,1.9,0.05,0.17,0.25,Normal,155577
3980,0.66,7.37,0.49,1.15,1.25,Normal,155679
3981,0.05,1.9,0.03,0.09,0.2,Normal,155771
3982,0.01,0.99,0.02,0.1,0.27,Foil,155769
3983,0.02,2.5,0.15,0.22,0.47,Foil,155677
3984,0.02,1.9,0.02,0.08,0.2,Normal,155764
3985,0.01,2.38,0.01,0.03,0.13,Normal,155761
3986,0.31,5.97,0.1,0.28,0.49,Normal,155649
3987,0.01,0.83,0.08,0.12,0.25,Foil,155726
3988,0.01,1.16,0.02,0.06,0.25,Foil,155574
3989,0.01,0.97,0.01,0.02,0.14,Normal,155723
3990,0.02,1.26,0.07,0.14,0.35,Foil,155722
3991,0.01,1.0,0.05,0.09,0.28,Foil,155715
3992,0.34,3.0,0.9,1.11,1.26,Foil,155719
3993,0.01,1.22,0.01,0.02,0.13,Normal,155718
3994,0.02,1.0,0.12,0.26,0.45,Foil,155717
3995,0.02,1.06,0.07,0.13,0.31,Foil,155713
3996,12.69,39.99,7.52,8.56,11.2,Normal,155691
3997,0.2,3.93,0.59,1.57,0.96,Foil,155712
3998,0.01,1.75,0.25,0.44,0.45,Foil,155641
3999,0.01,0.97,0.01,0.02,0.14,Normal,155711
4000,0.1,1.9,0.02,0.13,0.22,Normal,155709
4001,0.01,1.0,0.04,0.08,0.33,Foil,155708
4002,0.01,0.97,0.01,0.05,0.15,Normal,155707
4003,0.05,1.9,0.1,0.21,0.35,Foil,155573
4004,0.04,5.0,0.1,0.27,0.91,Foil,155572
4005,0.2,2.44,0.69,1.14,1.1,Foil,155683
4006,0.18,8.99,2.7,3.74,3.7,Foil,155636
4007,3.21,17.0,6.0,7.71,7.8,Foil,155633
4008,2.56,29.99,4.26,4.71,5.8,Foil,155706
4009,0.04,1.9,0.04,0.09,0.23,Normal,155594
4010,0.08,1.9,0.03,0.1,0.2,Normal,155705
4011,0.02,1.23,0.01,0.06,0.15,Normal,155704
4012,0.01,1.0,0.09,0.17,0.25,Foil,155703
4013,0.17,3.37,0.08,0.3,0.39,Normal,155571
4014,0.01,1.21,0.01,0.02,0.14,Normal,155702
4015,0.44,24.99,1.5,2.12,3.25,Foil,155701
4016,0.01,1.9,0.02,0.08,0.25,Foil,155787
4017,0.3,3.37,0.25,0.46,0.57,Normal,155570
4018,0.01,1.11,0.05,0.05,0.25,Foil,155785
4019,6.16,29.99,12.95,12.85,14.98,Foil,155783
4020,0.09,2.5,0.05,0.16,0.37,Normal,155696
4021,0.36,6.95,0.19,0.34,0.54,Normal,155569
4022,0.03,1.9,0.02,0.06,0.2,Normal,155782
4023,0.01,2.5,0.01,0.06,0.14,Normal,155779
4024,0.01,1.42,0.03,0.16,0.49,Foil,155778
4025,0.34,2.5,0.12,0.36,0.8,Normal,155593
4026,0.12,1.99,0.14,0.34,0.47,Normal,155775
4027,0.1,1.9,0.05,0.14,0.25,Normal,155770
4028,0.08,1.99,0.77,1.76,1.34,Foil,155760
4029,0.01,1.9,0.01,0.03,0.19,Normal,155755
4030,0.91,5.0,1.11,2.22,2.0,Normal,155748
4031,0.01,1.19,0.02,0.08,0.25,Foil,155744
4032,0.02,2.04,0.01,0.07,0.15,Normal,155739
4033,0.02,1.3,0.01,0.06,0.15,Normal,155736
4034,0.09,5.99,0.25,0.51,0.62,Foil,155686
4035,0.1,2.5,0.05,0.17,0.25,Normal,155682
4036,0.01,1.22,0.01,0.02,0.13,Normal,155730
4037,0.02,2.99,0.6,0.81,1.0,Foil,155635
4038,0.01,1.9,0.03,0.07,0.25,Foil,155568
4039,0.44,3.4,0.25,0.54,0.75,Normal,155689
4040,0.01,2.5,0.01,0.02,0.13,Normal,155727
4041,0.16,2.5,0.07,0.22,0.34,Normal,155631
4042,0.01,1.2,0.03,0.19,0.25,Foil,155724
4043,0.24,3.77,0.05,0.31,0.42,Normal,155720
4044,0.01,1.22,0.01,0.02,0.12,Normal,155716
4045,0.1,1.99,0.25,0.41,0.44,Foil,155710
4046,0.01,1.2,0.01,0.07,0.15,Normal,155816
4047,0.79,7.95,0.68,0.89,1.44,Normal,155697
4048,1.49,7.17,0.96,1.41,1.89,Normal,155650
4049,0.01,1.22,0.01,0.02,0.14,Normal,155814
4050,0.01,1.22,0.01,0.02,0.13,Normal,155813
4051,0.01,1.22,0.01,0.01,0.14,Normal,155812
4052,0.06,1.9,0.02,0.08,0.2,Normal,155811
4053,0.02,1.9,0.01,0.04,0.2,Normal,155810
4054,0.29,9.97,0.23,0.91,1.67,Foil,155592
4055,0.02,2.5,0.01,0.08,0.15,Normal,155567
4056,0.29,3.17,0.09,0.29,0.47,Normal,155644
4057,0.01,0.97,0.01,0.02,0.14,Normal,155809
4058,0.01,1.0,0.09,0.17,0.28,Foil,155808
4059,0.07,9.99,0.33,0.92,1.12,Foil,155806
4060,0.01,1.22,0.01,0.01,0.13,Normal,155804
4061,0.26,4.97,0.1,0.27,0.46,Normal,155802
4062,2.61,12.0,2.99,5.25,5.53,Foil,155688
4063,0.03,9.99,5.59,7.59,7.49,Foil,155801
4064,0.1,2.0,0.09,0.36,0.46,Normal,155800
4065,0.2,2.5,0.49,0.66,0.99,Foil,155591
4066,0.01,1.1,0.02,0.1,0.25,Foil,155799
4067,0.08,4.99,0.24,0.65,1.05,Foil,155637
4068,0.05,2.5,0.03,0.1,0.2,Normal,155798
4069,0.08,1.9,0.03,0.1,0.25,Normal,155681
4070,0.02,1.9,0.02,0.08,0.2,Normal,155796
4071,0.01,0.97,0.01,0.02,0.13,Normal,155795
4072,1.59,5.73,1.35,1.82,2.24,Normal,155794
4073,0.02,1.18,0.09,0.13,0.29,Foil,155792
4074,0.09,2.29,0.25,0.63,0.94,Foil,155790
4075,0.02,2.5,0.02,0.06,0.2,Normal,155627
4076,0.17,5.37,0.05,0.23,0.47,Normal,155626
4077,1.07,7.49,2.0,2.5,3.14,Foil,155566
4078,1.21,12.99,0.87,1.1,1.72,Normal,155757
4079,0.21,3.17,0.1,0.35,0.46,Normal,155648
4080,0.01,1.18,0.05,0.09,0.27,Foil,155753
4081,0.01,2.01,0.01,0.03,0.13,Normal,155752
4082,0.02,0.95,0.01,0.1,0.14,Normal,155750
4083,0.08,4.0,0.19,0.23,0.9,Foil,155694
4084,0.02,1.0,0.1,0.35,0.45,Foil,155749
4085,,3.77,0.25,0.62,0.61,Normal,155745
4086,0.86,2.5,0.03,0.15,0.34,Normal,155645
4087,0.01,1.21,0.01,0.02,0.14,Normal,155743
4088,0.01,1.22,0.01,0.03,0.14,Normal,155741
4089,0.9,9.98,0.47,0.94,1.45,Normal,155643
4090,0.06,3.99,0.15,0.4,0.48,Foil,155740
4091,0.21,12.1,0.5,0.8,1.09,Foil,155639
4092,0.12,1.2,0.02,0.11,0.25,Foil,155737
4093,0.07,0.97,0.02,0.12,0.16,Normal,155734
4094,0.01,1.9,0.03,0.1,0.21,Normal,155732
4095,0.01,1.12,0.02,0.11,0.24,Foil,155729
4096,0.01,1.2,0.01,0.03,0.14,Normal,155725
4097,0.02,2.5,0.02,0.08,0.21,Normal,155721
4098,0.15,2.0,0.25,0.94,0.95,Foil,155685
4099,0.09,1.99,0.13,0.41,0.63,Foil,155634
4100,0.01,1.22,0.01,0.03,0.14,Normal,155714
4101,0.02,0.99,0.09,0.17,0.48,Foil,155807
4102,0.01,0.98,0.05,0.14,0.26,Foil,155805
4103,0.01,1.15,0.08,0.16,0.25,Foil,155803
4104,0.01,3.99,0.06,0.1,0.49,Foil,155817
4105,0.17,3.17,0.09,0.18,0.35,Normal,155630
4106,0.1,6.99,0.29,0.44,0.72,Foil,155676
