,directLowPrice,highprice,lowprice,marketPrice,midprice,mtg_subTypeName,productId
3095,2.35,13.37,1.75,2.35,3.24,Normal,167327
3096,7.73,13.99,4.95,6.28,6.97,Normal,167326
3097,0.42,4.95,0.2,0.45,0.5,Normal,164775
3098,0.15,4.1,0.1,0.2,0.32,Normal,164772
3099,2.57,,,,,Foil,164769
3100,0.09,,,,,Foil,164768
3101,0.03,,,,,Foil,164767
3102,0.05,2.5,0.01,0.09,0.15,Normal,164766
3103,0.36,3.37,0.19,0.48,0.5,Normal,164764
3104,0.12,1.9,0.03,0.21,0.24,Normal,164762
3105,0.07,,,,,Foil,164761
3106,0.23,,,,,Foil,164760
3107,0.06,,,,,Foil,164759
3108,0.31,,,,,Foil,164339
3109,0.06,,,,,Foil,164758
3110,0.09,1.9,0.02,0.09,0.15,Normal,164757
3111,0.62,2.99,0.1,0.83,0.7,Normal,164755
3112,0.02,,,,,Foil,164754
3113,,,,,,Normal,162859
3114,,,,,,Foil,164226
3115,,,,,,Foil,164222
3116,,,,,,Foil,164219
3117,0.12,2.5,0.05,0.11,0.27,Normal,164218
3118,,,,,,Normal,162157
3119,,,,,,Foil,164220
3120,0.02,0.77,0.01,0.03,0.2,Normal,164224
3121,,,,,,Foil,164221
3122,0.04,0.5,0.03,0.07,0.15,Normal,164225
3123,2.37,13.99,1.75,2.31,3.55,Foil,164223
3124,0.02,2.0,0.3,0.65,0.69,Foil,164752
3125,0.02,2.04,0.02,0.08,0.15,Normal,164750
3126,0.02,2.04,0.02,0.06,0.14,Normal,164749
3127,0.09,2.1,0.05,0.17,0.22,Normal,164748
3128,0.02,2.07,0.04,0.09,0.15,Normal,164747
3129,0.02,2.5,0.01,0.09,0.15,Normal,164746
3130,0.02,1.76,0.2,0.49,0.65,Foil,164745
3131,0.13,2.99,0.25,0.74,0.74,Foil,164744
3132,0.02,1.76,0.2,0.51,0.66,Foil,164743
3133,0.03,1.9,0.05,0.09,0.16,Normal,164741
3134,0.02,1.9,0.02,0.07,0.16,Normal,164740
3135,0.13,1.9,0.04,0.3,0.3,Normal,164739
3136,0.01,2.02,0.02,0.07,0.13,Normal,164738
3137,0.02,2.5,0.45,0.72,0.95,Foil,164736
3138,0.02,1.78,0.35,0.55,0.75,Foil,164735
3139,0.06,2.42,0.25,1.09,1.04,Foil,164734
3140,0.02,2.48,0.25,0.57,0.63,Foil,164733
3141,0.02,2.5,0.02,0.08,0.15,Normal,164732
3142,0.02,2.06,0.02,0.08,0.15,Normal,164730
3143,0.02,2.5,0.04,0.13,0.2,Normal,164729
3144,0.21,9.0,0.4,0.91,1.67,Foil,162903
3145,1.9,8.99,1.0,1.95,2.99,Normal,162123
3146,9.47,19.99,2.74,3.71,4.89,Normal,162122
3147,0.04,2.5,0.02,0.06,0.19,Normal,164241
3148,0.04,1.84,0.15,0.47,0.69,Foil,164240
3149,0.05,2.0,0.29,0.42,0.83,Foil,164239
3150,0.04,2.47,0.75,1.15,1.21,Foil,164238
3151,0.13,4.2,1.0,1.33,1.61,Foil,164237
3152,2.61,11.25,6.0,7.76,8.15,Foil,162121
3153,3.5,11.99,3.75,6.11,6.0,Normal,162120
3154,3.6,11.04,4.2,6.07,6.29,Foil,162119
3155,0.75,4.99,0.5,0.95,1.0,Normal,164377
3156,0.37,13.0,1.5,2.63,3.64,Foil,164100
3157,0.03,2.19,0.4,0.68,0.75,Foil,162146
3158,0.01,2.8,0.05,0.11,0.5,Foil,162144
3159,0.3,7.0,1.0,1.72,2.11,Foil,164727
3160,0.49,3.99,0.22,0.56,0.66,Normal,164725
3161,0.02,0.99,0.1,0.23,0.46,Foil,162142
3162,0.02,1.99,0.1,0.25,0.5,Foil,162140
3163,0.02,1.5,0.15,0.2,0.35,Foil,164488
3164,0.02,2.01,0.01,0.05,0.13,Normal,164724
3165,0.02,1.57,0.13,0.24,0.45,Foil,162135
3166,0.03,2.02,0.01,0.08,0.15,Normal,162129
3167,0.01,2.01,0.01,0.02,0.12,Normal,164723
3168,0.01,2.16,0.01,0.07,0.14,Normal,162127
3169,8.31,30.0,11.0,14.71,17.0,Normal,162125
3170,0.15,2.99,0.26,0.49,0.9,Foil,162124
3171,0.01,1.9,0.01,0.03,0.15,Normal,162258
3172,0.01,2.01,0.01,0.02,0.13,Normal,164722
3173,0.1,2.03,0.02,0.15,0.25,Normal,162257
3174,0.02,2.5,0.02,0.08,0.2,Normal,162256
3175,0.02,1.99,0.15,0.24,0.45,Foil,162255
3176,3.5,22.96,14.98,10.35,15.42,Foil,162254
3177,0.01,2.01,0.01,0.02,0.12,Normal,162789
3178,2.61,9.99,2.49,3.93,3.99,Normal,164292
3179,0.3,3.0,0.62,0.89,1.24,Foil,162253
3180,0.89,5.75,0.44,0.8,1.09,Normal,162250
3181,0.01,2.01,0.01,0.02,0.1,Normal,164482
3182,0.98,5.75,0.49,1.32,1.29,Normal,162249
3183,0.05,1.65,0.12,0.33,0.48,Foil,164721
3184,0.01,1.22,0.09,0.12,0.25,Foil,164720
3185,0.06,2.5,0.01,0.09,0.2,Normal,162152
3186,32.78,64.4,36.22,39.06,41.56,Normal,162150
3187,0.26,2.5,0.1,0.28,0.33,Normal,164229
3188,0.14,2.85,0.09,0.18,0.25,Normal,162148
3189,0.08,6.0,0.22,0.49,0.99,Foil,162147
3190,0.02,2.72,0.02,0.07,0.2,Normal,162145
3191,0.04,4.99,0.69,1.15,1.49,Foil,164099
3192,0.31,15.0,0.1,0.41,0.48,Normal,162143
3193,0.59,10.0,0.51,2.05,2.4,Normal,162141
3194,3.11,10.99,2.9,3.74,3.99,Normal,162139
3195,0.18,5.0,0.08,0.25,0.43,Normal,162138
3196,1.34,18.17,7.06,9.14,9.9,Foil,162137
3197,0.02,2.7,0.01,0.06,0.19,Normal,162136
3198,0.35,7.19,0.1,0.34,0.5,Normal,162134
3199,0.05,9.9,0.25,0.4,0.95,Foil,162133
3200,0.52,11.96,1.95,2.55,3.75,Foil,162131
3201,0.12,6.0,0.77,1.12,1.46,Foil,162130
3202,0.09,2.5,0.35,0.64,1.0,Foil,162128
3203,0.1,5.25,0.4,0.82,1.99,Foil,162126
3204,0.05,1.0,0.1,0.24,0.27,Foil,164718
3205,0.02,1.99,0.08,0.17,0.43,Foil,164717
3206,0.15,3.53,0.35,0.57,0.95,Foil,162252
3207,0.05,2.5,0.02,0.1,0.2,Normal,164489
3208,0.01,2.7,0.01,0.04,0.18,Normal,162251
3209,0.25,4.99,0.05,0.28,0.46,Normal,162248
3210,0.36,3.39,0.44,0.87,1.25,Foil,162247
3211,1.24,12.99,1.75,2.68,3.74,Foil,162246
3212,0.23,3.58,0.53,0.8,1.38,Foil,162245
3213,0.13,1.9,0.05,0.17,0.25,Normal,164715
3214,0.49,9.99,1.25,1.96,3.29,Foil,162244
3215,0.1,2.5,0.02,0.13,0.17,Normal,162790
3216,0.01,2.01,0.01,0.02,0.12,Normal,164712
3217,0.01,1.0,0.09,0.09,0.29,Foil,164710
3218,0.02,1.23,0.07,0.15,0.46,Foil,164708
3219,1.6,10.0,4.0,5.38,6.69,Foil,162236
3220,0.35,3.0,0.22,0.4,0.48,Normal,164706
3221,0.36,3.99,0.25,0.49,0.56,Normal,162234
3222,0.01,1.5,0.03,0.11,0.25,Foil,164704
3223,0.02,2.02,0.01,0.05,0.15,Normal,162232
3224,0.01,1.23,0.01,0.02,0.12,Normal,164352
3225,0.13,4.95,1.0,2.11,2.95,Foil,162231
3226,0.01,1.0,0.05,0.13,0.26,Foil,164702
3227,0.2,5.97,1.02,1.67,2.06,Foil,162229
3228,0.04,4.94,0.49,0.69,0.99,Foil,162228
3229,0.1,2.39,0.49,0.92,1.14,Foil,164701
3230,0.01,1.26,0.09,0.12,0.28,Foil,162227
3231,0.01,2.01,0.01,0.02,0.12,Normal,162226
3232,0.02,2.5,0.02,0.11,0.21,Normal,162223
3233,0.1,5.93,0.09,0.31,0.9,Foil,164700
3234,0.03,3.0,0.2,0.41,0.57,Foil,164485
3235,0.01,2.01,0.01,0.02,0.12,Normal,162222
3236,0.04,4.97,0.45,1.23,1.54,Foil,162219
3237,0.01,4.24,0.05,0.16,0.29,Foil,162218
3238,0.02,2.01,0.01,0.03,0.12,Normal,164699
3239,0.01,2.01,0.01,0.02,0.14,Normal,162217
3240,0.04,2.66,0.02,0.1,0.15,Normal,164344
3241,0.3,3.99,0.05,0.19,0.63,Normal,162189
3242,0.02,1.9,0.15,0.23,0.35,Foil,162188
3243,0.01,1.51,0.1,0.25,0.43,Foil,162187
3244,1.0,12.89,1.98,3.35,3.75,Foil,162186
3245,0.06,2.75,0.05,0.11,0.2,Normal,162185
3246,0.1,5.82,0.15,0.24,0.75,Foil,164295
3247,0.38,5.0,0.2,0.44,0.49,Normal,162182
3248,0.02,2.0,0.08,0.21,0.49,Foil,162181
3249,0.02,4.99,0.47,0.97,1.51,Foil,164400
3250,0.7,4.99,1.0,1.54,1.88,Foil,162180
3251,0.02,1.29,0.15,0.47,0.5,Foil,164777
3252,0.01,2.01,0.01,0.03,0.12,Normal,164776
3253,0.02,2.03,0.01,0.08,0.14,Normal,164774
3254,0.01,1.25,0.08,0.11,0.26,Foil,162178
3255,0.01,2.01,0.01,0.03,0.14,Normal,162177
3256,0.01,2.84,0.09,0.14,0.39,Foil,164486
3257,0.01,2.01,0.01,0.02,0.11,Normal,162173
3258,0.01,2.01,0.01,0.02,0.1,Normal,164773
3259,0.01,2.01,0.01,0.03,0.12,Normal,162172
3260,0.23,5.0,0.05,0.36,0.47,Normal,162170
3261,1.67,19.99,4.01,5.7,6.45,Foil,162169
3262,0.08,2.5,0.03,0.11,0.25,Normal,162168
3263,0.29,5.99,0.39,0.73,1.07,Foil,162167
3264,1.34,94.0,0.5,0.77,1.55,Normal,162166
3265,0.02,1.52,0.1,0.2,0.44,Foil,162164
3266,0.12,10.0,0.04,0.1,0.19,Normal,162163
3267,0.01,1.24,0.09,0.15,0.27,Foil,162162
3268,0.01,2.5,0.03,0.15,0.29,Foil,164291
3269,0.02,0.65,0.05,0.14,0.26,Foil,164771
3270,0.28,2.5,0.05,0.32,0.45,Normal,162184
3271,0.09,4.0,0.25,0.32,0.81,Foil,162183
3272,0.02,1.99,0.08,0.14,0.35,Foil,162160
3273,0.01,1.5,0.08,0.09,0.26,Foil,164347
3274,0.07,2.32,0.62,1.27,1.35,Foil,162158
3275,0.01,2.5,0.05,0.1,0.25,Foil,164770
3276,0.01,1.21,0.01,0.02,0.12,Normal,164765
3277,0.09,2.5,0.01,0.11,0.2,Normal,164763
3278,0.01,1.24,0.01,0.02,0.12,Normal,162155
3279,0.29,15.0,0.15,0.51,0.64,Normal,164230
3280,0.02,2.5,0.03,0.09,0.2,Normal,164756
3281,0.01,1.0,0.05,0.1,0.3,Foil,164753
3282,0.13,2.5,0.03,0.12,0.25,Normal,162207
3283,0.05,2.25,0.1,0.38,0.77,Foil,162792
3284,0.02,2.25,0.22,0.44,0.8,Foil,162202
3285,0.16,7.79,0.05,0.19,0.4,Normal,162199
3286,0.06,1.9,0.01,0.1,0.2,Normal,162179
3287,0.01,0.99,0.1,0.17,0.32,Foil,164719
3288,0.01,1.34,0.09,0.15,0.34,Foil,164751
3289,0.02,4.5,0.09,0.09,0.27,Foil,164742
3290,0.12,3.3,0.97,1.93,1.99,Foil,162176
3291,0.14,4.73,0.05,0.19,0.35,Normal,164399
3292,0.65,2.5,0.1,0.65,0.79,Normal,162175
3293,1.35,19.99,3.43,4.55,5.0,Foil,162174
3294,0.01,2.01,0.01,0.03,0.15,Normal,164350
3295,0.12,4.99,0.74,1.17,1.84,Foil,162171
3296,0.16,4.0,0.53,0.88,0.99,Foil,162165
3297,0.08,2.77,0.05,0.18,0.25,Normal,162161
3298,0.35,9.95,1.02,1.92,2.29,Foil,164338
3299,0.03,2.5,0.01,0.1,0.15,Normal,162159
3300,0.2,2.5,0.05,0.2,0.25,Normal,164398
3301,0.01,2.28,0.08,0.1,0.25,Foil,164737
3302,0.01,1.21,0.01,0.02,0.13,Normal,164731
3303,0.49,14.99,6.75,7.08,8.09,Foil,162197
3304,0.01,1.0,0.05,0.11,0.25,Foil,162156
3305,0.2,6.37,0.08,0.24,0.46,Normal,164397
3306,0.21,2.5,0.01,0.1,0.15,Normal,164290
3307,0.81,10.0,0.47,0.84,1.0,Normal,162154
3308,0.02,1.17,0.07,0.17,0.29,Foil,162153
3309,0.02,2.39,0.1,0.19,0.38,Foil,164728
3310,0.01,3.93,0.15,0.25,0.49,Foil,162151
3311,0.02,2.5,0.23,0.41,0.72,Foil,162149
3312,2.51,9.99,1.0,1.67,2.52,Foil,162900
3313,0.01,1.14,0.07,0.11,0.25,Foil,164098
3314,0.02,2.01,0.01,0.02,0.12,Normal,164097
3315,0.01,2.01,0.01,0.02,0.12,Normal,164096
3316,0.01,1.95,0.08,0.14,0.31,Foil,164726
3317,0.08,9.95,0.05,0.13,0.3,Normal,162902
3318,0.561,9.98,1.6,2.38,2.92,Foil,162243
3319,0.02,2.5,0.01,0.02,0.19,Normal,164698
3320,0.01,2.5,0.01,0.04,0.13,Normal,164697
3321,0.05,2.5,0.04,0.15,0.2,Normal,164359
3322,0.01,1.23,0.01,0.03,0.12,Normal,164294
3323,0.08,2.5,0.04,0.11,0.21,Normal,162242
3324,0.25,3.5,0.09,0.26,0.38,Normal,162239
3325,1.34,7.19,1.99,4.1,3.73,Foil,162238
3326,0.02,2.5,0.01,0.1,0.15,Normal,164358
3327,0.04,2.5,0.01,0.11,0.2,Normal,164242
3328,0.02,1.64,0.08,0.12,0.48,Foil,162237
3329,0.02,1.99,0.07,0.1,0.49,Foil,164293
3330,0.01,0.99,0.05,0.1,0.25,Foil,164695
3331,0.01,2.01,0.01,0.02,0.12,Normal,164694
3332,0.08,3.37,0.05,0.19,0.37,Normal,162235
3333,0.1,2.5,0.04,0.15,0.24,Normal,162901
3334,0.73,7.37,0.45,0.82,1.0,Normal,162233
3335,0.19,19.95,0.98,1.26,1.79,Foil,162230
3336,0.14,3.37,0.09,0.16,0.41,Normal,162241
3337,1.26,3.5,0.75,1.35,1.75,Normal,162225
3338,0.44,7.19,0.2,0.48,0.61,Normal,162224
3339,0.05,3.84,0.39,0.76,0.99,Foil,162221
3340,0.01,1.5,0.05,0.13,0.3,Foil,162220
3341,0.01,0.99,0.08,0.11,0.31,Foil,164484
3342,0.02,4.83,0.1,0.17,0.39,Foil,164693
3343,0.02,2.01,0.03,0.09,0.15,Normal,162216
3344,0.09,2.5,0.03,0.11,0.21,Normal,162215
3345,0.01,2.01,0.01,0.03,0.13,Normal,164692
3346,0.01,3.0,0.09,0.16,0.27,Foil,164483
3347,0.07,3.99,0.72,1.93,1.9,Foil,162214
3348,0.01,2.03,0.06,0.09,0.25,Foil,162213
3349,0.06,2.94,0.4,1.04,1.53,Foil,164691
3350,0.01,1.99,0.3,0.64,0.67,Foil,164395
3351,0.33,9.99,0.12,0.33,0.5,Normal,162240
3352,0.02,2.0,0.09,0.17,0.39,Foil,162212
3353,0.01,1.23,0.01,0.03,0.12,Normal,162788
3354,0.34,7.5,0.15,0.42,0.5,Normal,162211
3355,0.01,2.5,0.01,0.08,0.2,Normal,162210
3356,0.01,1.23,0.01,0.02,0.13,Normal,164716
3357,0.17,5.0,0.05,0.21,0.49,Normal,162209
3358,2.23,7.38,1.75,2.99,3.19,Normal,164228
3359,0.01,1.25,0.1,0.17,0.34,Foil,162791
3360,0.01,2.5,0.01,0.1,0.19,Normal,164227
3361,0.01,2.01,0.01,0.03,0.12,Normal,164714
3362,0.34,28.0,0.1,0.36,0.49,Normal,162208
3363,0.01,2.5,0.01,0.04,0.15,Normal,164713
3364,0.01,1.0,0.07,0.13,0.28,Foil,164487
3365,0.1,2.5,0.02,0.1,0.24,Normal,162206
3366,0.02,2.01,0.01,0.03,0.14,Normal,164357
3367,8.94,39.99,7.65,9.47,10.66,Normal,162205
3368,0.03,3.45,0.3,0.63,0.82,Foil,162204
3369,0.01,1.0,0.08,0.11,0.25,Foil,164711
3370,0.07,3.63,0.69,1.65,1.6,Foil,162203
3371,0.01,2.01,0.01,0.07,0.14,Normal,162201
3372,12.99,30.0,1.75,3.03,4.99,Normal,162200
3373,0.01,2.01,0.01,0.05,0.15,Normal,162198
3374,0.01,2.5,0.06,0.13,0.27,Foil,164709
3375,0.11,5.0,0.71,1.05,1.34,Foil,162196
3376,0.01,2.01,0.01,0.02,0.12,Normal,164707
3377,0.11,5.99,0.35,0.69,0.99,Foil,162195
3378,0.01,1.99,0.08,0.19,0.35,Foil,162194
3379,0.1,5.95,0.75,1.87,1.97,Foil,162193
3380,0.08,2.98,0.18,0.37,0.79,Foil,164346
3381,0.31,3.99,0.1,0.37,0.37,Normal,163814
3382,0.01,2.01,0.01,0.02,0.12,Normal,164705
3383,0.01,2.01,0.01,0.04,0.14,Normal,162192
3384,0.01,2.0,0.1,0.14,0.35,Foil,164703
3385,0.02,2.5,0.01,0.11,0.23,Normal,164095
3386,0.01,2.01,0.01,0.02,0.12,Normal,164396
3387,0.38,5.0,0.19,0.38,0.94,Normal,162191
3388,0.01,2.01,0.01,0.02,0.12,Normal,164345
3389,0.2,3.08,0.05,0.23,0.28,Normal,162190
3390,0.01,2.01,0.01,0.02,0.12,Normal,164481
3391,0.02,2.02,0.01,0.05,0.14,Normal,164696
3392,16.89,65.0,15.49,17.21,19.01,Normal,162259
3393,,,,,,Normal,162906
3394,,,,,,Normal,165616
3395,,,,,,Normal,165593
3396,10.99,10.99,6.53,7.71,8.99,Foil,165558
3397,,,,,,Normal,165556
3398,6.3,11.95,6.0,8.28,7.77,Foil,165539
3399,,,,,,Normal,165538
3400,3.0,23.0,3.0,3.35,5.91,Foil,165614
3401,,,,,,Normal,165607
3402,,,,,,Normal,165604
3403,,,,,,Normal,165573
3404,,,,,,Normal,165572
3405,19.99,22.96,11.6,9.8,17.49,Foil,165555
3406,5.79,24.99,5.79,5.97,8.47,Foil,165549
3407,,,,,,Normal,165547
3408,4.74,6.94,4.05,4.53,5.0,Foil,165537
3409,0.53,2.5,0.4,1.07,1.24,Foil,165605
3410,83.99,110.2,76.99,90.76,89.91,Foil,165596
3411,,,,,,Normal,165595
3412,2.42,9.15,1.79,2.51,3.38,Foil,165589
3413,0.3,4.99,0.2,0.33,0.89,Foil,164094
3414,0.19,7.98,0.2,0.61,1.44,Foil,165587
3415,0.21,4.98,0.15,0.23,1.01,Foil,165585
3416,1.39,7.99,0.49,1.46,2.19,Foil,165583
3417,,,,,,Normal,165582
3418,,,,,,Normal,165579
3419,24.99,43.25,20.56,25.6,29.0,Foil,165574
3420,3.92,19.5,2.34,4.29,5.24,Foil,165562
3421,,,,,,Normal,165561
3422,0.4,3.93,0.39,0.77,1.0,Foil,165553
3423,1.28,5.33,1.18,1.79,2.27,Foil,165551
3424,0.42,3.68,0.42,0.66,1.0,Foil,165548
3425,,,,,,Normal,165541
3426,,,,,,Normal,165534
3427,0.84,2.75,0.3,0.79,1.41,Foil,165533
3428,,,,,,Normal,165532
3429,0.64,3.0,0.53,0.68,0.99,Foil,165612
3430,1.34,7.74,1.0,1.81,1.81,Foil,165598
3431,1.22,5.98,1.22,1.79,1.99,Foil,165594
3432,,8.98,2.0,2.8,4.5,Foil,165592
3433,,,,,,Normal,162904
3434,,,,,,Normal,165575
3435,,,,,,Normal,165602
3436,2.44,12.95,1.46,2.53,2.84,Foil,165571
3437,,,,,,Normal,162905
3438,,,,,,Normal,165564
3439,,,,,,Normal,165552
3440,,,,,,Normal,165613
3441,,,,,,Normal,165611
3442,0.23,2.0,0.25,0.51,0.91,Foil,165608
3443,,,,,,Normal,165591
3444,,,,,,Normal,165588
3445,1.44,4.5,1.25,1.91,2.25,Foil,165560
3446,,,,,,Normal,165559
3447,,,,,,Normal,165554
3448,,,,,,Normal,165550
3449,0.23,4.0,0.29,0.5,1.22,Foil,165601
3450,,,,,,Normal,165618
3451,0.84,5.98,0.75,1.01,1.44,Foil,165617
3452,2.55,4.6,0.49,1.24,1.51,Foil,165615
3453,,,,,,Normal,165609
3454,,,,,,Normal,165606
3455,,,,,,Normal,165584
3456,4.99,39.0,4.2,4.67,5.32,Foil,165580
3457,1.22,11.98,1.22,2.08,2.34,Foil,165569
3458,0.2,3.48,0.24,0.53,1.0,Foil,165567
3459,,,,,,Normal,165563
3460,0.95,6.98,0.9,1.37,1.79,Foil,165544
3461,,,,,,Normal,165543
3462,,,,,,Normal,164092
3463,0.29,5.0,0.29,0.38,1.24,Foil,165619
3464,0.09,4.0,0.08,0.21,0.49,Foil,162907
3465,2.8,4.79,2.19,2.44,2.95,Foil,165647
3466,,,,,,Normal,165597
3467,,,,,,Normal,165590
3468,0.99,5.0,0.88,1.2,1.99,Foil,165581
3469,4.25,28.79,3.41,4.65,5.42,Foil,164093
3470,1.88,6.49,1.68,2.38,3.77,Foil,165578
3471,0.97,7.36,0.98,1.61,2.49,Foil,165576
3472,2.49,4.49,1.85,3.02,3.0,Foil,165603
3473,,,,,,Normal,165566
3474,,,,,,Normal,165600
3475,,5.52,1.45,2.48,3.7,Foil,165610
3476,0.53,12.29,0.5,1.13,2.22,Foil,165599
3477,,,,,,Normal,165586
3478,,,,,,Normal,165570
3479,,,,,,Normal,165568
3480,,,,,,Normal,165557
3481,1.5,11.58,0.8,1.45,2.27,Foil,165546
3482,,,,,,Normal,165545
3483,0.42,10.0,0.43,0.76,1.44,Foil,165542
3484,,,,,,Normal,165540
3485,,,,,,Normal,165536
3486,1.13,4.99,0.55,1.03,1.71,Foil,165535
3487,45.99,149.99,34.99,51.21,59.96,Foil,165565
3488,,1.9,0.04,0.07,0.16,Normal,162896
3489,,,,,,Foil,162895
3490,,,,,,Foil,162894
3491,,,,,,Foil,162893
3492,,,,,,Foil,162892
3493,0.06,2.5,0.07,0.1,0.14,Normal,162891
3494,2.38,4.35,1.85,2.38,2.67,Normal,162890
3495,0.61,1.93,0.52,0.59,0.75,Normal,162888
3496,0.05,1.9,0.05,0.09,0.15,Normal,162889
3497,0.43,2.99,0.4,0.5,0.6,Normal,162887
3498,,,,,,Foil,162886
3499,,,,,,Foil,162885
3500,,,,,,Foil,162877
3501,,,,,,Foil,162876
3502,,,,,,Foil,162875
3503,0.13,2.5,0.1,0.14,0.28,Normal,162874
3504,0.1,2.5,0.08,0.1,0.16,Normal,162873
3505,0.04,0.35,0.02,0.03,0.15,Normal,162872
3506,,,,,,Foil,162871
3507,0.2,2.5,0.19,0.29,0.35,Normal,162870
3508,,,,,,Foil,162869
3509,0.04,0.35,0.02,0.02,0.15,Normal,162854
3510,,,,,,Foil,162853
3511,0.02,2.5,0.01,0.1,0.15,Normal,162852
3512,,,,,,Foil,162851
3513,0.04,0.53,0.01,0.05,0.16,Normal,162850
3514,0.04,0.53,0.04,0.07,0.18,Normal,162849
3515,,,,,,Foil,162811
3516,0.09,1.9,0.05,0.11,0.19,Normal,162810
3517,0.19,2.5,0.14,0.21,0.38,Normal,162809
3518,,2.5,0.01,0.05,0.15,Normal,162808
3519,0.4,2.0,0.25,0.47,0.49,Normal,162807
3520,,,,,,Foil,162806
3521,,,,,,Foil,162804
3522,0.2,2.5,0.15,0.21,0.25,Normal,162803
3523,,,,,,Foil,162802
3524,0.14,2.5,0.1,0.14,0.23,Normal,162801
3525,,,,,,Foil,162800
3526,,,,,,Foil,162799
3527,,,,,,Foil,162798
3528,,,,,,Foil,162797
3529,,,,,,Normal,162805
3530,,,,,,Foil,162884
3531,,,,,,Foil,162883
3532,,,,,,Foil,162882
3533,0.02,1.9,0.07,0.07,0.15,Normal,162881
3534,0.16,2.5,0.1,0.19,0.35,Normal,162880
3535,0.06,2.5,0.06,0.1,0.15,Normal,162879
3536,0.87,1.9,0.4,0.73,0.86,Normal,162878
3537,0.99,4.88,0.5,0.73,1.07,Normal,162848
3538,0.04,2.5,0.02,0.05,0.15,Normal,162847
3539,,1.9,0.01,0.07,0.2,Normal,162846
3540,0.15,2.5,0.08,0.18,0.28,Normal,162845
3541,,,,,,Foil,162844
3542,,,,,,Foil,162843
3543,,,,,,Foil,162842
3544,,,,,,Foil,162841
3545,0.04,0.35,0.04,0.05,0.14,Normal,162840
3546,,,,,,Foil,162835
3547,0.01,2.5,0.02,0.06,0.14,Normal,162834
3548,0.18,1.9,0.18,0.2,0.26,Normal,162831
3549,,,,,,Foil,162828
3550,,,,,,Foil,162827
3551,,,,,,Foil,162826
3552,,,,,,Foil,162825
3553,,,,,,Foil,162824
3554,,,,,,Foil,162823
3555,0.02,2.5,0.02,0.05,0.14,Normal,162822
3556,,,,,,Foil,162821
3557,0.22,2.5,0.15,0.22,0.25,Normal,162820
3558,,,,,,Foil,162819
3559,,,,,,Foil,162817
3560,,,,,,Foil,162815
3561,,,,,,Foil,162814
3562,,,,,,Foil,162813
3563,,6.85,1.34,2.4,3.25,Foil,162812
3564,0.02,2.5,0.04,0.11,0.22,Normal,161826
3565,6.72,16.04,5.75,6.93,7.99,Normal,161498
3566,,10.0,3.25,4.39,5.0,Normal,161488
3567,14.95,38.99,13.39,15.06,19.56,Normal,161448
3568,0.05,1.43,0.15,0.25,0.49,Foil,161824
3569,2.24,12.99,3.5,4.04,4.65,Foil,161495
3570,1.5,9.32,5.45,5.45,6.75,Foil,161823
3571,0.03,2.99,0.48,0.79,1.34,Foil,161485
3572,1.25,10.65,4.13,4.67,6.01,Foil,161484
3573,0.02,0.65,0.04,0.08,0.15,Normal,161820
3574,4.71,24.99,8.01,8.25,10.92,Foil,161476
3575,5.99,16.99,6.0,7.32,7.98,Normal,161475
3576,5.88,17.95,8.0,9.76,12.8,Foil,161470
3577,2.52,4.47,1.85,2.71,2.95,Normal,161522
3578,0.04,2.0,0.04,0.08,0.23,Normal,161916
3579,1.75,8.98,4.87,5.41,5.81,Foil,161915
3580,0.34,5.99,1.18,1.51,1.99,Foil,161411
3581,1.73,5.23,2.03,3.51,3.43,Normal,161489
3582,0.01,0.54,0.01,0.02,0.15,Normal,161914
3583,0.1,0.75,0.03,0.11,0.23,Normal,161913
3584,0.03,2.5,0.04,0.1,0.16,Normal,161912
3585,0.02,0.75,0.01,0.04,0.15,Normal,161911
3586,0.1,2.0,0.03,0.11,0.22,Normal,161910
3587,0.34,2.99,0.15,0.37,0.4,Normal,161909
3588,0.02,1.06,0.06,0.06,0.32,Foil,161908
3589,78.78,91.99,69.99,62.86,76.2,Foil,161422
3590,3.74,37.95,17.05,16.93,20.0,Foil,161523
3591,40.0,103.19,94.0,67.18,98.6,Foil,161358
3592,0.01,0.98,0.05,0.13,0.25,Foil,161907
3593,0.04,2.5,0.03,0.09,0.24,Normal,161540
3594,2.22,6.99,2.99,3.74,3.99,Normal,161449
3595,0.02,1.99,0.07,0.15,0.74,Foil,161817
3596,0.07,2.2,0.28,0.53,0.93,Foil,161815
3597,0.5,3.5,0.7,1.41,1.35,Foil,161431
3598,0.02,0.75,0.03,0.08,0.21,Normal,161813
3599,0.99,3.99,0.5,0.98,1.24,Normal,161428
3600,0.05,2.0,0.05,0.1,0.24,Normal,161811
3601,3.58,10.49,5.74,6.38,7.54,Foil,161726
3602,,6.65,1.24,3.05,3.96,Foil,161808
3603,0.5,4.0,1.12,1.87,2.0,Foil,161360
3604,1.99,22.79,4.95,5.62,10.03,Foil,161486
3605,0.55,3.18,1.25,2.31,2.47,Foil,161534
3606,0.14,2.0,0.14,0.24,0.4,Foil,161805
3607,0.68,8.09,5.45,6.35,6.33,Foil,161409
3608,0.3,7.95,1.39,2.25,2.59,Foil,161492
3609,3.37,29.89,5.4,8.64,10.13,Foil,161424
3610,2.72,21.0,8.49,7.53,10.23,Foil,161473
3611,0.81,2.75,1.0,1.57,1.56,Foil,161441
3612,0.13,2.0,0.22,0.5,0.6,Foil,161567
